valid;pid;ppn;costs;isbdcount;matchcount;matchrate;avgcosts;goodorder4
0;3172;143804561;;49;21;0.42857142857142855;2.905467508644565;0.5017848333790799
1;3223;194995011;1.60598183;47;67;1.425531914893617;1.669795643035383;0.7982758282421878
0;3223;135112648;;19;15;0.7894736842105263;3.118006774134192;0.5562528305694637
1;3224;184440130;1.30595386;30;41;1.3666666666666667;2.555901631010486;0.6332037860353852
0;3224;141473363;;52;63;1.2115384615384615;2.8154647240545967;0.6411418076291884
1;3235;14296784X;1.99807763;36;41;1.1388888888888888;2.222560517476321;0.7072188655875814
0;3235;14722585X;;51;20;0.39215686274509803;3.1467017608873253;0.46022193502697695
1;3241;147017114;1.4569906;74;73;0.9864864864864865;2.4193357151796917;0.6026367831931934
0;3241;145145395;;68;44;0.6470588235294118;2.7425748721289334;0.586068822491995
1;3270;195356918;0.859465957;135;86;0.6370370370370371;2.2231139245943927;0.7182938040868047
0;3270;151134332;;22;16;0.7272727272727273;2.5117000097430267;0.49235801445874117
1;3286;151676933;1.60304117;61;54;0.8852459016393442;2.0697891079305704;0.8114244312979405
0;3286;226579719;;49;21;0.42857142857142855;2.8831936218470333;0.525036674252255
1;3287;143009540;1.6782161;28;18;0.6428571428571429;1.7924927008348683;0.6237597443965561
0;3287;135181925;;21;7;0.3333333333333333;2.7703121569791427;0.5707356630615846
1;3289;147017343;1.82225239;102;76;0.7450980392156863;2.789442508767887;0.6658319915197118
0;3289;240888863;;53;48;0.9056603773584906;2.7761081429316428;0.5519762699458942
1;3300;147017386;0.735166192;42;38;0.9047619047619048;2.0738613720120784;0.6408458740643431
0;3300;231461380;;47;20;0.425531914893617;2.367354045212028;0.6483551726861231
1;3303;195810074;0.542769372;24;28;1.1666666666666667;1.9875343400062782;0.7147722124287859
0;3303;249181045;;20;14;0.7;2.595065036300099;0.5712099777841666
1;3306;195801466;1.61238205;40;32;0.8;2.8943141820118217;0.4725646625780066
0;3306;337436932;;36;30;0.8333333333333334;2.89752053491806;0.6177381533555363
1;3313;147017602;0.881601512;31;34;1.096774193548387;1.6439249358107964;0.7709481315669877
0;3313;253566908;;16;7;0.4375;3.069791773255344;0.29989794477125126
1;3321;195812697;0.702495515;86;37;0.43023255813953487;2.5722762605413383;0.5872789099555445
0;3321;212706799;;33;14;0.42424242424242425;2.932374904984085;0.5483445708950192
1;3344;145268675;0.740113378;14;16;1.1428571428571428;2.2762127572175634;0.7401981384496588
0;3344;19088505X;;40;29;0.725;2.695996754132774;0.4510951228450371
1;3348;151396256;1.46842003;6;4;0.6666666666666666;0.9255686936326704;0.6213997559086738
0;3348;13579627X;;25;6;0.24;2.940691641839742;0.45141399775734037
1;3362;195851048;0.823378563;64;81;1.265625;1.897127143494855;0.7821241899694237
0;3362;143144340;;37;23;0.6216216216216216;3.064265336178486;0.4967414623588469
1;3363;155816608;1.84836495;25;28;1.12;1.9613524588989069;0.809467865183456
0;3363;234242620;;5;2;0.4;1.54921366878889;NaN
1;3366;155816438;0.467541695;83;76;0.9156626506024096;2.5120727407222314;0.6884641629890336
0;3366;135008131;;25;25;1.0;2.517158418300298;0.5589834245213254
1;3372;19582332X;1.36542821;33;41;1.2424242424242424;1.5645255940208758;0.8621314323846992
0;3372;138911266;;19;10;0.5263157894736842;2.58841348208721;0.4698372094486089
1;3374;151679835;1.62098789;54;49;0.9074074074074074;2.7566756550496074;0.5554805698885747
0;3374;147469082;;90;78;0.8666666666666667;2.80622140289759;0.6243326791358316
1;3375;147018358;0.52159363;68;46;0.6764705882352942;2.7549793251076373;0.5500755383293287
0;3375;150388594;;52;37;0.7115384615384616;2.7001142651391534;0.6082251547581916
1;3378;147018544;1.97954416;51;33;0.6470588235294118;2.0206227116172144;0.7238643848509136
0;3378;250743345;;19;10;0.5263157894736842;2.668082311415286;0.4950321141213398
1;3380;147018749;0.430905193;40;26;0.65;1.3681858694448128;0.6901548598062345
0;3380;244923272;;43;15;0.3488372093023256;2.9485708469184657;0.48257441883461594
1;3382;19582668X;1.28298759;27;14;0.5185185185185185;2.901212387926812;0.6193897877289606
0;3382;191859419;;46;27;0.5869565217391305;3.081944179678636;0.4541820585788658
1;3383;151680019;0.909060359;16;13;0.8125;2.5847953246830504;0.5983921907634748
0;3383;147663296;;50;41;0.82;2.7850638983327625;0.6188792893058171
1;3387;195829530;1.12380326;29;28;0.9655172413793104;2.5367965556819896;0.6306898447638942
0;3387;300629826;;21;15;0.7142857142857143;2.8307194423007016;0.517720225862203
1;3390;037365967;0.377275079;66;24;0.36363636363636365;3.139395265117258;0.5577347439839084
0;3390;147706440;;20;6;0.3;2.9983142239335874;0.35951812925905946
1;3394;195941799;0.531599998;93;65;0.6989247311827957;2.627047762905665;0.6578621158164385
0;3394;216739616;;25;11;0.44;3.0537300333932778;0.33609265429952484
1;3395;195942337;1.59606516;97;67;0.6907216494845361;2.742769501670575;0.6090203278890677
0;3395;223376949;;40;32;0.8;2.9040868849793164;0.533018652887761
1;3396;195943740;1.61533523;93;59;0.6344086021505376;2.6447098067244474;0.5364230096867953
0;3396;248769901;;59;36;0.6101694915254238;2.698574849028423;0.5755339475211793
1;3419;151680221;0.641533315;58;49;0.8448275862068966;2.718152786330725;0.6220861444592679
0;3419;240171136;;52;35;0.6730769230769231;3.039734982518232;0.4834781013503962
1;3435;19592973X;1.80937648;28;43;1.5357142857142858;1.7046665330566853;0.8522726432771047
0;3435;303127155;;14;4;0.2857142857142857;3.33272138175388;0.44149712241155487
1;3517;195931769;0.711131275;21;24;1.1428571428571428;2.7393392453074696;0.626994572325159
0;3517;150808259;;88;78;0.8863636363636364;2.9257269098381506;0.5960307433940822
1;3541;151680388;0.826247275;21;19;0.9047619047619048;2.218187417443444;0.6545519682997308
0;3541;240192028;;27;8;0.2962962962962963;3.0190215603164696;0.34010747832041277
1;3543;143844067;1.1770457;31;36;1.1612903225806452;1.8408685572869499;0.8016003138129989
0;3543;22749993X;;14;4;0.2857142857142857;3.029463811439897;0.3864790598085593
1;3545;151680442;1.18333745;51;35;0.6862745098039216;2.8216404946682374;0.5589979169091233
0;3545;23059493X;;15;8;0.5333333333333333;2.396223258044566;0.5097761638786554
1;3547;19594982X;1.85425115;53;49;0.9245283018867925;2.5506376824349837;0.6728548777742264
0;3547;13709129X;;59;44;0.7457627118644068;2.5388812935573246;0.5798331429654975
1;3548;146656083;0.91264993;41;21;0.5121951219512195;2.007955388066351;0.7622210019185042
0;3548;328752460;;32;17;0.53125;2.9497602211068243;0.5200249428577076
1;3549;19601879X;1.9555192;15;12;0.8;1.8628473996016301;0.6050262049056003
0;3549;147196337;;99;27;0.2727272727272727;2.912107454838149;0.4250147529543631
1;3552;147005779;1.76776767;88;56;0.6363636363636364;1.9153226676133606;0.7748895449076408
0;3552;147180600;;87;28;0.3218390804597701;2.3987587796031593;0.5504621292520028
1;3559;142705594;1.60826218;26;18;0.6923076923076923;2.0967394695987007;0.7239605028455026
0;3559;147480752;;27;19;0.7037037037037037;2.930660903974919;0.39789684995514646
1;3565;151692297;0.128203675;23;31;1.3478260869565217;0.9162699221837317;0.8622211647499173
0;3565;231474830;;17;4;0.23529411764705882;2.618834793882635;0.31245425589139936
1;3569;196079942;1.61051559;54;47;0.8703703703703703;2.487925280038112;0.6124417315118947
0;3569;14232180X;;38;21;0.5526315789473685;3.0008930655326997;0.43657964010912154
1;3633;147005906;0.985301018;40;8;0.2;2.886442050899913;0.43891424627847364
0;3633;248884115;;46;7;0.15217391304347827;3.0252514195240847;0.373354823112839
1;3634;151680752;1.73675632;93;99;1.064516129032258;2.7490237323308406;0.5684652409264151
0;3634;138864179;;59;54;0.9152542372881356;3.017553065077538;0.5252168647714061
1;3638;196131332;1.41224396;13;14;1.0769230769230769;2.101726278386136;0.6892751681606878
0;3638;146933060;;23;7;0.30434782608695654;3.0108993327609035;0.41374370181820613
1;3650;196136199;1.14271069;25;19;0.76;2.6663436175184074;0.5010373830097784
0;3650;217888844;;18;15;0.8333333333333334;2.566923154188115;0.5745032222114919
1;3652;196136776;1.01195109;45;49;1.0888888888888888;2.645922737377305;0.5883366549688319
0;3652;033375860;;18;11;0.6111111111111112;2.759317153124894;0.5166183532387693
1;3653;136430899;0.792486429;129;41;0.3178294573643411;2.563104017782364;0.5426345420621065
0;3653;150885253;;54;19;0.35185185185185186;2.738589664569395;0.5886948952876613
1;3657;196137330;1.19308257;33;40;1.2121212121212122;1.9651851119374537;0.7542195514723318
0;3657;224849506;;32;20;0.625;2.813817895394266;0.5883871277386675
1;3658;196138752;0.695265353;47;33;0.7021276595744681;1.9007631891473913;0.6047169716269103
0;3658;214272389;;39;9;0.23076923076923078;2.8673352626824533;0.3667432456843591
1;3663;195362268;1.92059493;69;57;0.8260869565217391;2.4466960086651652;0.5891379906640567
0;3663;330544616;;44;33;0.75;2.770853821450134;0.48603714777351625
1;3664;195362624;1.89294946;52;45;0.8653846153846154;2.0469654345599886;0.7558970576597628
0;3664;222982047;;23;12;0.5217391304347826;2.864919693680303;0.4478238389133293
1;3666;195795326;1.1448096;30;24;0.8;2.7943054876161626;0.46059493483296593
0;3666;309184029;;21;15;0.7142857142857143;2.8310980262596477;0.48525514563500516
1;3671;19580340X;1.41472065;112;115;1.0267857142857142;2.8156745466132493;0.6630770072080703
0;3671;141331313;;59;63;1.0677966101694916;2.9650327469262443;0.5627325676232866
1;3701;195927427;1.36740375;51;30;0.5882352941176471;2.1826187472990313;0.6511284025215784
0;3701;135750075;;40;18;0.45;2.935333072255432;0.4637999783870856
1;3725;195834305;1.25223958;43;45;1.0465116279069768;2.404051405311226;0.707782261622519
0;3725;254512267;;33;23;0.696969696969697;2.9168559591341308;0.44094974105852236
1;3765;195929373;0.561509669;84;48;0.5714285714285714;2.892130387082817;0.6446140999291203
0;3765;233749977;;24;14;0.5833333333333334;2.741119282655768;0.5196787364794833
1;3790;19593847X;1.11485195;47;34;0.723404255319149;2.0008155203284077;0.7733990469750781
0;3790;141279222;;26;0;0.0;NaN;-0.0
1;3791;150158572;1.53351283;57;55;0.9649122807017544;2.140584203256636;0.7040816122041735
0;3791;243355548;;16;5;0.3125;3.2899793884953725;0.6398945658355368
1;3792;19593993X;1.57167935;23;35;1.5217391304347827;1.3837742453697153;0.8775017757961222
0;3792;142232297;;43;4;0.09302325581395349;3.05177229974581;0.2627284553633771
1;3793;195941373;1.09404957;13;16;1.2307692307692308;1.5124462315658245;0.7364361786603267
0;3793;150055277;;42;8;0.19047619047619047;2.616532482231828;0.35913923936470865
1;3794;195941659;0.742129385;12;16;1.3333333333333333;1.3482990608061924;0.9156842928656637
0;3794;244860025;;70;18;0.2571428571428571;2.628246680736979;0.5504794571523418
1;3831;131475762;1.11937034;19;17;0.8947368421052632;1.6983966860352386;0.6417607088489884
0;3831;133526119;;35;14;0.4;2.8951516499444767;0.607632518314273
1;3832;19594979X;0.665557206;27;29;1.0740740740740742;2.5587078990608387;0.7026690201828393
0;3832;211556173;;28;14;0.5;2.944854014399405;0.533823847112757
1;3848;195978234;1.1391778;28;14;0.5;2.1437133426705564;0.46337028443240363
0;3848;150770545;;41;8;0.1951219512195122;2.4586541099089954;0.5404304657683375
1;3914;196136180;1.77133656;28;10;0.35714285714285715;2.6786672964168976;0.4523579948350805
0;3914;037377868;;34;23;0.6764705882352942;2.9733258362267376;0.4674193926917716
1;3926;196049334;1.71419239;25;33;1.32;2.2188030290863154;0.745729199883301
0;3926;135800935;;32;35;1.09375;2.7270444618785814;0.5894489375669933
1;3927;196059828;0.953969002;29;35;1.206896551724138;2.3505177238050026;0.7380474672192124
0;3927;144134799;;33;22;0.6666666666666666;2.8265528254549737;0.48588108096314675
1;3928;147008697;1.15225887;55;69;1.2545454545454546;2.5493868451016564;0.6866192478491706
0;3928;133907430;;20;24;1.2;2.6205464116338;0.5596887175222424
1;3929;196073707;0.881565452;60;72;1.2;2.67477914970914;0.5702043589468885
0;3929;226315398;;13;13;1.0;3.113601306336702;0.5225607641997247
1;3937;196087465;0.77557987;37;41;1.1081081081081081;2.6563595801188047;0.6108607921349952
0;3937;14697025X;;62;55;0.8870967741935484;2.7374076436059425;0.6412420150209873
1;3968;195809262;0.755806506;44;6;0.13636363636363635;1.3630297354771848;0.735443397455114
0;3968;245818480;;19;3;0.15789473684210525;2.4722099718267128;0.7273697340237573
1;3970;195810643;1.46258295;63;19;0.30158730158730157;2.652503517113974;0.5997572198793792
0;3970;250816369;;40;20;0.5;2.7336378003838253;0.5052214017483574
1;3971;195811909;0.489260048;31;7;0.22580645161290322;1.3147012771429847;0.6193280227199673
0;3971;137383738;;70;19;0.2714285714285714;2.8560675794699826;0.4790547342823123
1;3993;150368674;1.31467044;45;17;0.37777777777777777;2.158681882945836;0.7337090491638469
0;3993;150279418;;13;1;0.07692307692307693;2.781104385835252;NaN
1;4000;195824865;1.19728839;108;72;0.6666666666666666;2.86379947785362;0.620063534947025
0;4000;238461335;;33;32;0.9696969696969697;2.7688264407538394;0.5627259521356884
1;4001;195826051;0.837074637;32;23;0.71875;1.9191075712285368;0.7309855975358446
0;4001;140980733;;28;8;0.2857142857142857;2.9259005580933377;0.5557824467775495
1;4002;195838157;1.18571258;39;27;0.6923076923076923;2.0140055471566476;0.7302945030421241
0;4002;246347236;;23;9;0.391304347826087;2.496700308366197;0.5948220494691224
1;4004;195944402;1.49019134;11;14;1.2727272727272727;2.710844488334332;0.5660643652153776
0;4004;147480752;;27;26;0.9629629629629629;2.8368325920514796;0.4913616245051065
1;4006;195946545;1.05832672;87;85;0.9770114942528736;2.465516210704146;0.6103279169471987
0;4006;215283384;;44;22;0.5;2.9989855484505665;0.5027773072440679
1;4008;195947487;1.69206154;47;54;1.148936170212766;2.797897619581468;0.6043962351702122
0;4008;198077572;;54;36;0.6666666666666666;2.8257915891214265;0.5441465754811349
1;4011;195996267;0.414960623;43;37;0.8604651162790697;2.492279439775357;0.5952383470827878
0;4011;226605051;;8;10;1.25;2.9465362884229287;0.6746530374049124
1;4017;196075440;0.295153558;62;82;1.3225806451612903;1.9483154025913736;0.7851079373844775
0;4017;229576168;;5;2;0.4;3.0591577987978997;NaN
1;4018;196077621;0.658982635;51;77;1.5098039215686274;1.888314385496738;0.7745556725077353
0;4018;147106680;;78;38;0.48717948717948717;2.877036469275813;0.4655287115833658
1;4021;196087996;1.25584757;105;58;0.5523809523809524;2.5482005103381624;0.6113338851276389
0;4021;218956738;;21;8;0.38095238095238093;2.9236263370990048;0.39180863304078084
1;4022;196097509;1.17148411;25;31;1.24;1.4771829434393435;0.8007029332178027
0;4022;225990970;;17;7;0.4117647058823529;3.033433564609818;0.5327900839648398
1;4027;196744695;1.19508529;50;31;0.62;3.146007492320138;0.2902187991203236
0;4027;235038725;;21;16;0.7619047619047619;3.135527063561237;0.4240671520811139
1;4030;196752175;0.916132808;24;31;1.2916666666666667;1.77369936750421;0.7555696214139735
0;4030;058504826;;34;11;0.3235294117647059;3.364666786781436;0.38629830606290017
1;4032;196756278;1.9123199;40;27;0.675;2.92504007756684;0.6170071857902849
0;4032;215745183;;13;16;1.2307692307692308;3.196044081001648;0.38746221487823346
1;4033;196758300;0.941823661;27;33;1.2222222222222223;2.4935278549976556;0.6555339058741061
0;4033;188625771;;45;38;0.8444444444444444;2.796824731338391;0.5639957804076883
1;4035;147014352;1.12525523;31;18;0.5806451612903226;2.5889763595750086;0.7690221920119406
0;4035;240232283;;111;64;0.5765765765765766;2.9382472687785657;0.5076965235559721
1;4038;137926189;0.720678747;22;15;0.6818181818181818;1.7679335109920735;0.7773211319378178
0;4038;237292483;;14;3;0.21428571428571427;2.6680736768916677;0.3915315203990366
1;4039;197560687;1.72241676;93;91;0.978494623655914;2.665991044181814;0.626297510790089
0;4039;337558965;;20;23;1.15;3.021540746015492;0.34482424462994843
1;4040;143012444;0.902876198;20;20;1.0;2.1125235074605495;0.7504225099240266
0;4040;215249569;;18;4;0.2222222222222222;3.0171262100265905;0.3254165528041628
1;4042;150790422;1.25670946;65;58;0.8923076923076924;2.7521119187428305;0.5364482250528116
0;4042;225369869;;22;18;0.8181818181818182;2.9935797048326602;0.5244817180291442
1;4044;150790430;1.84959102;67;57;0.8507462686567164;2.72690398003744;0.5243026515601601
0;4044;15012242X;;35;14;0.4;3.236060702803296;0.34501613733203196
1;4045;150790449;1.8335855;69;61;0.8840579710144928;2.6236778344948615;0.6521743773030034
0;4045;491249993;;35;34;0.9714285714285714;3.071339813458878;0.5714009791849721
1;4046;150790481;1.77920234;40;42;1.05;2.7074105747542103;0.6156878420987991
0;4046;190718358;;12;11;0.9166666666666666;2.763821596361477;0.5911513960895942
1;4047;150790503;0.430793345;48;42;0.875;1.737539351573094;0.8246685494402463
0;4047;146925947;;20;10;0.5;2.0400233425819345;0.5226221196399135
1;4048;151655936;1.44874573;57;35;0.6140350877192983;2.065073743848773;0.6302444661464921
0;4048;24134039X;;31;13;0.41935483870967744;2.533487601862114;0.4217043936669296
1;4049;151656118;1.59442067;118;88;0.7457627118644068;2.6764896888662966;0.6374579091803376
0;4049;302442642;;31;18;0.5806451612903226;2.724944635256123;0.6292047721857494
1;4050;150415389;1.47188652;48;49;1.0208333333333333;2.2326576242117335;0.6893596516285161
0;4050;143687204;;37;18;0.4864864864864865;2.632933656395842;0.5463396114589326
1;4051;15093307X;1.20561528;59;50;0.847457627118644;2.27055550023656;0.7001799213180285
0;4051;150024428;;20;6;0.3;2.749916587385183;0.49673198201112734
1;4053;197653405;1.004583;35;36;1.0285714285714285;2.3437144953303726;0.5876929270323157
0;4053;144336146;;38;18;0.47368421052631576;2.962324622757943;0.47179051600083227
1;4054;150790627;1.5239166;70;39;0.5571428571428572;2.274198225212742;0.6349885033910212
0;4054;266850480;;27;5;0.18518518518518517;2.9643157417884067;0.31184648486368144
1;4097;153531487;1.81487679;113;31;0.2743362831858407;2.255127189604105;0.5439339167030172
0;4097;139274324;;48;13;0.2708333333333333;2.8663166764120946;0.4618433937225747
1;4098;141609400;0.809643626;67;82;1.2238805970149254;2.0843400771613996;0.6620593443360716
0;4098;192842447;;53;47;0.8867924528301887;2.4348394640085784;0.5980069183400507
1;4099;145636054;1.06607759;58;26;0.4482758620689655;2.346024232901144;0.5374404218064066
0;4099;138151067;;32;6;0.1875;3.2516127484798005;0.28962811187687904
1;4113;144073552;1.88451505;49;48;0.9795918367346939;2.1831113728195004;0.707734353389854
0;4113;130002798;;28;9;0.32142857142857145;2.343067573179077;0.5463286188462534
1;4115;151206597;0.754928827;60;63;1.05;2.270279766941767;0.6921949229633779
0;4115;143613685;;21;15;0.7142857142857143;2.6015080952135956;0.5812971917551853
1;4117;144080613;0.675181627;29;35;1.206896551724138;2.1349093926996603;0.7160759962320048
0;4117;197564976;;31;30;0.967741935483871;2.891424768278253;0.5169518343935066
1;4118;147015448;1.72676599;21;22;1.0476190476190477;2.042538743802005;0.632432530627378
0;4118;150826516;;30;10;0.3333333333333333;3.1266221460917984;0.5176828513682478
1;4119;144080680;1.53352726;21;28;1.3333333333333333;1.6843493266532499;0.8941281548750766
0;4119;225032740;;12;9;0.75;2.4139711985776793;0.7278459447764876
1;4120;144080869;0.367081344;25;18;0.72;2.186621773133416;0.6148523155220391
0;4120;14241395X;;36;9;0.25;2.6907464997595167;0.6501057238449901
1;4123;197870198;1.20767176;21;25;1.1904761904761905;1.0734421270395198;0.8813606216730744
0;4123;14456100X;;25;2;0.08;3.4198844058977294;0.6371898582904536
1;4124;197913938;0.806630909;19;21;1.105263157894737;1.9656275408667412;0.806030960029499
0;4124;151078815;;34;7;0.20588235294117646;3.0935132297637336;0.32746698503187527
1;4190;197931529;1.6091882;11;16;1.4545454545454546;1.55651684492421;0.7273441439388433
0;4190;137260687;;13;2;0.15384615384615385;2.901594055472074;0.6731418324509804
1;4194;147013542;1.96671474;26;18;0.6923076923076923;2.226572359639305;0.5166858006866859
0;4194;146420373;;43;39;0.9069767441860465;2.625336099047585;0.5287709508996469
1;4195;141800798;1.87934327;37;37;1.0;1.7169747825234325;0.7945639910947746
0;4195;233375198;;7;2;0.2857142857142857;3.0696330590544583;0.6646694338947265
1;4204;197975682;0.981767178;22;33;1.5;1.9353115155534149;0.744318940863996
0;4204;227776143;;38;13;0.34210526315789475;2.7465635595530604;0.5086165850366865
1;4208;185885365;1.10436666;55;56;1.018181818181818;2.0495513011997657;0.6620555004545543
0;4208;150874596;;59;38;0.6440677966101694;2.3515646176881067;0.5585417636178115
1;4248;191760935;0.603038192;38;39;1.0263157894736843;1.5773074939497145;0.7266385473780014
0;4248;133985016;;65;33;0.5076923076923077;2.447025227964585;0.6219175577345836
1;4249;196315719;1.34315705;82;68;0.8292682926829268;2.542655477657707;0.6232141854453029
0;4249;138774293;;27;25;0.9259259259259259;2.690236376246744;0.5499883894786104
1;4253;196535646;1.16657257;46;22;0.4782608695652174;2.38842631681556;0.47252577108865734
0;4253;140847146;;19;7;0.3684210526315789;2.9406260514302818;0.5147694789716973
1;4254;196540216;0.800417781;35;11;0.3142857142857143;2.5335464451671412;0.5912691368343796
0;4254;329905244;;19;8;0.42105263157894735;2.5022452330416565;0.3587960359731893
1;4257;196753317;1.87320805;54;28;0.5185185185185185;2.7295828337555896;0.3738846102668968
0;4257;244073910;;29;11;0.3793103448275862;2.909751954965951;0.46446454987310337
1;4259;151883599;0.896016121;59;20;0.3389830508474576;2.335206269977653;0.584687221961233
0;4259;250299356;;148;36;0.24324324324324326;2.9036949753673644;0.5010161609582577
1;4264;196259509;1.46991587;58;26;0.4482758620689655;2.5334701361885203;0.5654099932177289
0;4264;227439333;;33;10;0.30303030303030304;2.788431411833942;0.45140811418146415
1;4266;196525691;0.376946598;48;15;0.3125;2.402168844104952;0.49447961798848517
0;4266;225703270;;11;1;0.09090909090909091;3.3084087543945127;NaN
1;4269;151883793;0.967469394;36;15;0.4166666666666667;2.4209681305399866;0.5783049880666234
0;4269;147732379;;95;21;0.22105263157894736;2.9950804109615055;0.5292618632442806
1;4270;196331641;1.97225368;43;23;0.5348837209302325;2.8216431490774374;0.45846565815474816
0;4270;147217156;;26;14;0.5384615384615384;2.7677572064343177;0.4839725674185278
1;4272;196245478;1.40220952;36;22;0.6111111111111112;2.445037501564858;0.5802110577098096
0;4272;215378288;;10;2;0.2;3.171184617438922;0.0505791235293912
1;4274;196528798;0.772354007;28;16;0.5714285714285714;2.2497405960971846;0.692903623396636
0;4274;227341546;;36;9;0.25;3.2578843345276134;0.34909520489793877
1;4277;196248140;1.53789175;31;18;0.5806451612903226;2.2300186872192027;0.6805123300971057
0;4277;190910747;;62;11;0.1774193548387097;2.9658997492856334;0.3245428675775434
1;4278;196239982;0.215070471;26;15;0.5769230769230769;2.4068545065120275;0.6635451801981629
0;4278;136223850;;107;31;0.2897196261682243;2.911591909004387;0.4847163860570393
1;4279;19619069X;1.67711699;23;17;0.7391304347826086;2.3479923313351474;0.4946758353550988
0;4279;145582205;;34;12;0.35294117647058826;2.980481403554615;0.5206373788303649
1;4281;151884048;0.867846251;39;14;0.358974358974359;2.075099636123679;0.43597803594831674
0;4281;253027381;;19;7;0.3684210526315789;2.8704880868166933;0.6608012896657108
1;4282;196204925;1.2259413;59;59;1.0;2.0283445760844585;0.7423153729416279
0;4282;138217297;;18;15;0.8333333333333334;2.1589936326880577;0.5247882302851501
1;4283;196533015;1.77207148;48;16;0.3333333333333333;2.677847890218855;0.45129884386767954
0;4283;248555952;;52;23;0.4423076923076923;3.125795552797492;0.46613903926630035
1;4286;196184703;0.847546756;75;62;0.8266666666666667;2.5740805510563742;0.5570030413860597
0;4286;250569612;;27;20;0.7407407407407407;2.6237317125370216;0.674508708087599
1;4294;197653413;1.82332349;66;24;0.36363636363636365;1.960274087330509;0.590605801792543
0;4294;238056511;;70;18;0.2571428571428571;2.6673168647274568;0.3602771152300664
1;4297;197654150;1.98447406;14;14;1.0;2.9227507277943228;0.5730534420586428
0;4297;143600796;;25;13;0.52;2.9041983814672685;0.3727023589113322
1;4313;197655246;1.94407058;24;29;1.2083333333333333;2.23205110925023;0.778795566457768
0;4313;159389305;;19;13;0.6842105263157895;2.9883657533053958;0.4357654777822804
1;4340;155908294;1.63750517;47;39;0.8297872340425532;2.7217730667721973;0.5404148443917233
0;4340;151874948;;58;21;0.3620689655172414;2.8672369997329357;0.4083740587218652
1;4354;147019818;1.04379678;57;65;1.1403508771929824;2.0668470475677725;0.7768533869940806
0;4354;251157997;;16;4;0.25;0.877127580174293;0.8228589217381115
1;4373;197668178;1.61161935;47;26;0.5531914893617021;1.8845797330565426;0.5892268080844101
0;4373;251570673;;85;9;0.10588235294117647;2.5638518284321328;0.5142531345118555
1;4394;197682049;0.509991467;25;25;1.0;1.8498752804953973;0.7254318466956182
0;4394;151500452;;50;29;0.58;2.5305955894365426;0.47281993860455335
1;4401;197854516;1.96763098;14;19;1.3571428571428572;1.7365607295261474;0.6844481536415961
0;4401;253531039;;21;15;0.7142857142857143;2.5471016470635552;0.585439776928261
1;4403;197786979;0.487725139;16;9;0.5625;1.9221882452619543;0.6042551567199389
0;4403;145249077;;17;6;0.35294117647058826;2.829160034772412;0.49746630201889647
1;4405;144581523;1.71717393;12;11;0.9166666666666666;2.2308174464072446;0.5596803477521961
0;4405;150204418;;55;15;0.2727272727272727;2.9909148588656325;0.46135351873758984
1;4406;197813151;1.01850438;13;18;1.3846153846153846;1.6354693228293242;0.8962241981821143
0;4406;254769063;;17;3;0.17647058823529413;3.0038241275869013;0.37424085266941176
1;4407;197816746;1.25908864;21;13;0.6190476190476191;1.430362407795003;0.7115523395245366
0;4407;194458741;;32;9;0.28125;2.6505743083711666;0.5911517504805787
1;4410;142993158;1.61443949;32;32;1.0;2.6523448978674065;0.5607225488128187
0;4410;151511365;;50;33;0.66;3.0359022521666357;0.5286119178942787
1;4412;197865747;1.42083693;25;27;1.08;2.108170598900248;0.76297959127961
0;4412;242362044;;18;17;0.9444444444444444;2.515001098005223;0.6076460752638612
1;4413;144581574;0.411875486;19;16;0.8421052631578947;1.370614655329877;0.6672009948200085
0;4413;216386195;;13;8;0.6153846153846154;3.011815973722241;0.5235484645676183
1;4417;197866247;1.30605066;37;32;0.8648648648648649;2.249733543081095;0.5942849837586937
0;4417;153120606;;27;4;0.14814814814814814;2.920050987275124;0.7091444988924036
1;4418;197868827;0.447404891;33;19;0.5757575757575758;2.408431359177052;0.7302810305729314
0;4418;151567603;;53;19;0.3584905660377358;2.7210542036022374;0.4637464867527872
1;4419;197910580;1.43096018;21;27;1.2857142857142858;1.8711133120500136;0.6394107077527224
0;4419;135519837;;39;12;0.3076923076923077;3.1913214274219968;0.3591409519517324
1;4420;142970123;0.876773775;27;17;0.6296296296296297;1.8181549195473155;0.656147228384256
0;4420;248700383;;80;19;0.2375;2.8493069300628378;0.5074691004139062
1;4421;197866484;0.794022143;38;44;1.1578947368421053;1.974258726268044;0.6791951447763236
0;4421;193580438;;35;21;0.6;2.7723033063190465;0.6535324106554699
1;4438;031242243;0.370865762;15;16;1.0666666666666667;1.2167423970208597;0.7645246790593534
0;4438;232444706;;12;2;0.16666666666666666;3.1636283289737746;0.6211068085523777
1;4441;197915523;1.52254343;77;76;0.987012987012987;2.4387743672100375;0.6745285379375723
0;4441;058293167;;19;6;0.3157894736842105;2.98612021009176;0.38519548457617675
1;4449;197924182;0.986251354;15;25;1.6666666666666667;1.622177397150269;0.8677126219866217
0;4449;225992027;;34;26;0.7647058823529411;2.8746660576503684;0.5861878869567825
1;4459;140826866;0.983666301;23;26;1.1304347826086956;1.7823758350757994;0.7384965287737528
0;4459;153305061;;90;63;0.7;2.7928187112262677;0.5249654068816356
1;4460;140839933;1.22809029;7;4;0.5714285714285714;1.4859402748725592;0.8921811746684393
0;4460;134002199;;19;4;0.21052631578947367;2.9578108234205294;0.2583773403967652
